country_a,country_b,probability,news_negativity,news_intensity,escalation_keywords,contiguity,distance_closeness,common_language,both_in_nato,mil_exp_mean,ucdp_recent_interstate,bias,w_news_negativity,w_news_intensity,w_escalation_keywords,w_contiguity,w_distance_closeness,w_common_language,w_both_in_nato,w_mil_exp_mean,w_ucdp_recent_interstate
Albania,France,0.016498102355836236,0.0,0.0,0.0,0.0,0.4485357008920856,0.0,1.0,0.49426368459791536,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Georgia,0.10774134564774468,0.0,0.0,0.0,0.0,0.35411944765796766,0.0,0.0,0.47811879026378734,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Germany,0.01648052520075074,0.0,0.0,0.0,0.0,0.47399997975406716,0.0,1.0,0.4805376840951825,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Greece,0.043751694711236154,0.0,0.0,0.0,1.0,0.7787524599820547,0.0,1.0,0.5772494298259523,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Hungary,0.01743018078777765,0.0,0.0,0.0,0.0,0.7085618688158669,0.0,1.0,0.5029321197866579,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Iceland,0.015576418576797424,0.0,0.0,0.0,0.0,0.15921011040806943,0.0,1.0,0.4930218788076871,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,India,0.1038215992190009,0.0,0.0,0.0,0.0,0.06986293694843076,0.0,0.0,0.5123598788596305,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Indonesia,0.09707320796019143,0.0,0.0,0.0,0.0,0.006059548418965907,0.0,0.0,0.3746933937945264,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,"Iran, Islamic Republic of",0.10620759974239002,0.0,0.0,0.0,0.0,0.24553838244414555,0.0,0.0,0.4906987926463596,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Iraq,0.1086755876434744,0.0,0.0,0.0,0.0,0.30988097712086926,0.0,0.0,0.5192945075890139,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Israel,0.12587874190536777,0.0,0.0,0.0,0.0,0.43151974954185895,0.0,0.0,0.8351022723789702,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Italy,0.017162129010101227,0.0,0.0,0.0,0.0,0.7364740337357644,0.0,1.0,0.4554803869537475,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Japan,0.09946226865886862,0.0,0.0,0.0,0.0,0.008643596683286714,0.0,0.0,0.43346128728585054,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Jordan,0.11799415524357293,0.0,0.0,0.0,0.0,0.41200882910323744,0.0,0.0,0.6800769842029899,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Kazakhstan,0.09722625701743878,0.0,0.0,0.0,0.0,0.0994925511931818,0.0,0.0,0.33704519584959547,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,"Korea, Democratic People's Republic of",0.10200903219645985,0.0,0.0,0.0,0.0,0.015207523598551662,0.0,0.0,0.4930218788076871,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,"Korea, Republic of",0.10374492105343293,0.0,0.0,0.0,0.0,0.013823351212333045,0.0,0.0,0.5354343892987923,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Kuwait,0.11452536188626125,0.0,0.0,0.0,0.0,0.23831749064114796,0.0,0.0,0.682242191183778,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Kyrgyzstan,0.10680823474599717,0.0,0.0,0.0,0.0,0.10835217254760578,0.0,0.0,0.5656962063538369,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Latvia,0.01706671892829288,0.0,0.0,0.0,0.0,0.41374414642675256,0.0,1.0,0.5863116249190472,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Lebanon,0.1121751510652467,0.0,0.0,0.0,0.0,0.44714761678178583,0.0,0.0,0.5374610974458751,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Libya,0.12251102275699313,0.0,0.0,0.0,0.0,0.5694071768415199,0.0,0.0,0.7050115078742557,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Lithuania,0.017158584289718715,0.0,0.0,0.0,0.0,0.46299778913208167,0.0,1.0,0.5765583376542383,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Luxembourg,0.015924570122034198,0.0,0.0,0.0,0.0,0.4953741219344913,0.0,1.0,0.39352407179074633,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Malaysia,0.09799703665766052,0.0,0.0,0.0,0.0,0.010521852437071525,0.0,0.0,0.39603347595484706,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,"Moldova, Republic of",0.10754955146962002,0.0,0.0,0.0,0.0,0.6200380387515045,0.0,0.0,0.355495745022794,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Montenegro,0.014977985575660982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4753722315554233,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
Albania,Myanmar,0.11416112108843812,0.0,0.0,0.0,0.0,0.0216439566947638,0.0,0.0,0.7705487117420702,0.0,-2.4,2.0,1.0,1.0,0.9,0.2,-0.25,-2,0.45,1.1
